,sentence,scope
10950,what do i owe the government on my taxes,ins
10951,help me calculate my federal tax bill,ins
10952,can you calculate my state taxes,ins
10953,"using my salary as a basis, what taxes will i owe",ins
10954,how are my state taxes looking,ins
10955,help me figure out my state taxes,ins
10956,can you calculate my tax,ins
10957,how much is my income tax,ins
10958,can you tell me my income tax,ins
10959,how much do i pay in income tax,ins
10960,how much tax do i owe,ins
10961,what kind of tax do i pay,ins
10962,what amount am i taxed on my income,ins
10963,what do you think will be the result of my federal tax return,ins
10964,what's the damage on my federal tax return,ins
10965,what does my federal tax return look like,ins
10966,what will my federal tax return be,ins
10967,how much money will i get or owe on my federal tax return,ins
10968,how much money do i pay in taxes,ins
10969,"how much money do i pay in taxes, please",ins
10970,"what amount of money do i pay in taxes, please",ins
10971,how much do i pay in taxes,ins
10972,"how much do i pay in taxes, please",ins
10973,i need to know how much i should pay in tax,ins
10974,let me know my tax rate,ins
10975,what amount of tax should i pay,ins
10976,please tell me what i pay in taxes,ins
10977,i would like to know how much i pay in taxes,ins
10978,what is the total amount i pay in taxes,ins
10979,can you tell me how much i pay in taxes,ins
10980,how much does it seem my state taxes will be,ins
10981,tell me what my state taxes are,ins
10982,what are my state taxes looking like,ins
10983,can you tell me more about my federal taxes,ins
10984,what do i owe in federal taxes,ins
10985,give me the specifics on my federal taxes,ins
10986,what does it look like my state taxes will add up to,ins
10987,i need the details on my federal taxes,ins
10988,what do i currently pay in taxes,ins
10989,what do i pay in taxes,ins
10990,how much will i pay for state taxes this year,ins
10991,how different will my state taxes be,ins
10992,what is my state taxes currently,ins
10993,what will my state taxes amount to this year,ins
10994,how much did my state taxes change,ins
10995,how much tax do i pay,ins
10996,how much do i pay in tax,ins
10997,how much do i pay in my taxes,ins
10998,how much as my taxes by the way,ins
10999,what amount do my state taxes look like,ins
11000,what's the minimum i owe on the car payment,ins
11001,what's the least amount i need to pay on the electric bill,ins
11002,what's the smallest amount i can pay on the water bill,ins
11003,what's the minimum amount for my electric bill,ins
11004,what's the least i can pay on the medical payments for february,ins
11005,how much can i get away with paying for my college loan,ins
11006,what's the minimum required payment on my visa card,ins
11007,i want to know my bill's minimum payment,ins
11008,what is my bill's minimum payment,ins
11009,minimum payment of my bill please,ins
11010,can you tell me the minimum payment of my bill,ins
11011,tell me the minimum payment of my bill,ins
11012,the minumum to pay is what,ins
11013,what is the minimum i can pay for my electric bill,ins
11014,please lookup the minimum i need to pay on my credit card,ins
11015,what is the minimum i need to pay for my cell phone bill,ins
11016,tell me what my minimum payment is,ins
11017,what is the minimum i have to pay on my chase card,ins
11018,what is the minimum i can pay for my telephone bill,ins
11019,what is the minimum i can pay for my light bill,ins
11020,what is the minimum i can pay for the gas bill,ins
11021,what do i have to pay on my amex that is the minimum,ins
11022,i need to know my cable bill minimum payment,ins
11023,please tell me the minimum i can pay on my electric bill,ins
11024,please tell me the minimum i can pay on my water bill,ins
11025,what is the lowest amount i can pay for my electric bill,ins
11026,tell me the lowest amount i can pay for my cable bill,ins
11027,let me know the minimum i can pay on my cable bill,ins
11028,please tell me the bill's minimum payment,ins
11029,what is the lowest amount i can pay for my cable bill,ins
11030,tell me the minimum i can pay on my cable bill,ins
11031,i need to know the bill's minimum payment,ins
11032,tell me my electric bill minimum payment,ins
11033,tell me the bill's minimum payment,ins
11034,what is my cable bill minimum payment,ins
11035,i would like to know the bill's minimum payment,ins
11036,i must know my water bill minimum payment,ins
11037,i wanna know the bill's minimum payment,ins
11038,inform me the lowest amount i can pay for my cable bill,ins
11039,i want you to tell me the minimum i can pay on my rent bill,ins
11040,i would like to know my water bill minimum payment,ins
11041,let me know the lowest amount i can pay for my cable bill,ins
11042,find the minimum due on my peco energy bill for february,ins
11043,what is the minimum payment on my chase mastercard,ins
11044,please give me the minimum payment total for my sprint phone bill,ins
11045,can you tell me the minimum amount due on my visa this month,ins
11046,i want to know the bill's minimum payment,ins
11047,please inform me of the minimum payment of the bill,ins
11048,"the bill's minimum payment, what is it",ins
11049,what is the minimum amount of money required as payment for the bill,ins
11050,what is the minimum payment for the bill,ins
11051,i need to pay the smallest amount on my phone bill,ins
11052,how little can i pay on my car bill,ins
11053,what is the smallest i can pay on the water bill,ins
11054,how tiny a payment can i make on electric bill,ins
11055,how much do i have to at least pay on my medical bills,ins
11056,how small of a payment can i make for my chase card bill,ins
11057,what is the minimum payment i can make on my xcel energy bill,ins
11058,please tell me the minimum amount i can pay on my wells fargo credit card,ins
11059,what is the smallest amount i can pay on my tmobile bill,ins
11060,what is the smallest payment i can make toward my xfinity bill,ins
11061,can you tell me my cards minimum payment,ins
11062,minimum payment for my credit card,ins
11063,can i get the minimum payment for my credit card,ins
11064,i would like to know the minimum payment for my credit card,ins
11065,i need to know my cards minimum payment,ins
11066,could you tell me the minimum payment on my mortgage,ins
11067,what is the minimum payment on my eddie bauer card,ins
11068,i need to know what the minimum payment is on my electric bill,ins
11069,what is the bare minimum for my truck payment,ins
11070,how much is the minimum payment on my chase card,ins
11071,what is the least amount i can pay for power bill,ins
11072,how much is the minimum payment for power bill,ins
11073,what is the minimum payment for my credit card bill,ins
11074,how much is the least i can pay for power bill,ins
11075,what is the minimum payment for my power bill,ins
11076,how low can i reduce my phone bill before paying,ins
11077,how low can we get my phone bill,ins
11078,what is the minimum payment on my phone bill,ins
11079,what is the lowest i can pay on my phone bill,ins
11080,what is the minimum i can pay for my phone bill,ins
11081,how little can i pay for my water bill,ins
11082,show my my minimum payment for youtube,ins
11083,what's the minimum payment for my internet bill,ins
11084,what's the minimum payment on my credit card bill,ins
11085,what's the minimum payment on my phone bill,ins
11086,what is the minimum payment i can make on my electric bill,ins
11087,what's the minimum payment on my gas bill,ins
11088,what's the least payment i can make on my cable bill,ins
11089,what is the minimum required payment for my cell phone bill,ins
11090,what's the minimum i can pay on my sewer bill,ins
11091,tell me minimum to pay on landscape bill,ins
11092,show me the minimum payment for my boat bill,ins
11093,minimum to pay on power bill,ins
11094,what's the minimum payment for our cc bill,ins
11095,pay the minimum payment for m and t bill,ins
11096,tell me my minimum citicard payment,ins
11097,how much is the minimum payment due for my citicard this month,ins
11098,can you tell me my minimum due for citicard,ins
11099,what is the minimum for my citicard this month,ins
11100,change to whisper mode,ins
11101,change mode to whisper,ins
11102,whisper mode off,ins
11103,change out of whisper mode,ins
11104,turn off whisper mode,ins
11105,activate whisper mode,ins
11106,whisper mode activate,ins
11107,can you please lower the volume please,ins
11108,use your indoor voice please,ins
11109,whisper for me,ins
11110,is it possible for you to whisper for me,ins
11111,turn on your whisper mode,ins
11112,i'm going to need you to be quiet now please,ins
11113,don't make too much noise,ins
11114,go into whisper mode now please,ins
11115,can you use the whisper voice,ins
11116,volume to whisper voice,ins
11117,turn on the whisper voice,ins
11118,go to the whisper voice,ins
11119,can you whisper until i tell you not to,ins
11120,switch to your whispering voice please,ins
11121,whisper from here on out please,ins
11122,whisper from now on,ins
11123,i need you to use your whisper voice,ins
11124,do not talk so loudly,ins
11125,use your quiet voice,ins
11126,you need to speak softer,ins
11127,speak quiet as though you were in a church,ins
11128,change to normal vocals mode,ins
11129,turn your volume up,ins
11130,turn up your volume,ins
11131,switch to quiet mode,ins
11132,let's start whispering,ins
11133,let's switch to whisper voice,ins
11134,let's use whisper voice,ins
11135,i decide to switch out of whisper mode,ins
11136,i want to switch out of whisper mode,ins
11137,can you whisper,ins
11138,let's switch out of whisper mode,ins
11139,let's whisper,ins
11140,go to whisper mode,ins
11141,can you switch out of whisper mode,ins
11142,i think we should whisper,ins
11143,shh please speak with a whisper,ins
11144,please turn on whisper mode,ins
11145,go into whisper mode now,ins
11146,i need you to go into whisper mode,ins
11147,please only use a whisper when speaking,ins
11148,i can't be loud and need you to speak more quietly,ins
11149,"go back to whisper mode, please",ins
11150,"change to whisper mode, please",ins
11151,"switch to whisper mode, please",ins
11152,go back to whisper mode,ins
11153,please switch to whisper,ins
11154,switch to the whisper mode,ins
11155,switch over to whisper,ins
11156,switch to whisper please,ins
11157,i want whisper mode to be switched off,ins
11158,i want you to use whisper voice now,ins
11159,please turn on whisper voice,ins
11160,i dont need whisper mode on any more,ins
11161,could you please get out of whisper mode,ins
11162,i need your setting switched to whisper mode right away,ins
11163,please shut off whisper mode for now,ins
11164,make sure to set yourself to whisper mode before i go to the movie,ins
11165,please turn on whisper mode because i am about to be in class,ins
11166,i want your setting adjusted to whisper voice now,ins
11167,please switch to whisper mode for now,ins
11168,please begin using the whisper voice setting,ins
11169,i want you to be in whisper mode now because i am in the library,ins
11170,can you change to the whisper voice setting,ins
11171,please speak with the whisper voice,ins
11172,exit out of whisper mode,ins
11173,is it possible for you to use the whisper voice,ins
11174,switch to whisper mode,ins
11175,i'd like you to use the whisper voice,ins
11176,immediately begin using whisper mode,ins
11177,"i can't hear you, stop whispering!",ins
11178,start using whisper mode,ins
11179,stop using the whisper mode,ins
11180,engage whisper mode now,ins
11181,can you go to the whisper voice,ins
11182,go back to normal mode please,ins
11183,use the whisper voice,ins
11184,use your whispering voice,ins
11185,6 inch voices please,ins
11186,can you switch to whisper mode,ins
11187,i want whisper mode,ins
11188,please switch to whisper mode,ins
11189,would you mind switching to whisper mode,ins
11190,could you please switch to whisper mode,ins
11191,"if you don't mind, please switch to whisper mode",ins
11192,i need you to switch to whisper mode,ins
11193,i want you to switch to whisper mode,ins
11194,talk in whisper voice,ins
11195,please whisper,ins
11196,please use whisper,ins
11197,please talk quietly,ins
11198,use whisper voice,ins
11199,turn to whisper mode,ins
11200,"please cancel what you are doing, i've changed my mind",ins
11201,"never mind, cancel that",ins
11202,"stop working on it, i need something else",ins
11203,"cancel my last request, i know the answer",ins
11204,"forget it, i do not need it anymore",ins
11205,pause,ins
11206,cancel that last thing,ins
11207,silence,ins
11208,quit,ins
11209,mute,ins
11210,stop,ins
11211,stop and go back,ins
11212,ai stop talking,ins
11213,quiet now,ins
11214,shhhh,ins
11215,how do i make you stop talking,ins
11216,can you be quiet please,ins
11217,please stop doing what i asked,ins
11218,please be quiet,ins
11219,i would like you to stop what you were doing,ins
11220,please cancel that last command,ins
11221,can you cancel what you were doing,ins
11222,can you cancel,ins
11223,shut up!,ins
11224,i need you to stop talking now,ins
11225,i want you to quit the action,ins
11226,discontinue please,ins
11227,i don't want you to speak any more for now,ins
11228,discontinue your current task,ins
11229,abort please,ins
11230,quit the current action please,ins
11231,forget my previous command,ins
11232,abort the current action,ins
11233,actually forget that i don't need it,ins
11234,quit what you are doing,ins
11235,"sorry, you can actually stop that",ins
11236,"i actually don't want this anymore, please abort",ins
11237,please cancel your present task,ins
11238,"that's enough, don't say anymore please",ins
11239,i want you to stop your present action,ins
11240,stop talking please,ins
11241,"what you are doing is not actually helpful, please cancel the action",ins
11242,please stop,ins
11243,cancel action,ins
11244,please cancel the input,ins
11245,"ai, stop talking",ins
11246,"ai, shut up",ins
11247,"ai, stop!",ins
11248,please be quiet now,ins
11249,terminate,ins
11250,negate last command,ins
11251,halt,ins
11252,would you stop talking please,ins
11253,please abandon the current job,ins
11254,please abort the current task,ins
11255,terminate current process,ins
11256,i want you to cancel the current action,ins
11257,abort,ins
11258,please stop doing that,ins
11259,abort running program,ins
11260,don't continue with what you're doing,ins
11261,oh shut the hell up would you,ins
11262,destroy process,ins
11263,please cancel that last task,ins
11264,please refrain from carrying out the current task,ins
11265,"ai, cancel that last request",ins
11266,do not complete the task that i gave you,ins
11267,"ai, please stop your current task",ins
11268,"actually, cancel that command",ins
11269,"nevermind, cancel that",ins
11270,"actually, cancel that",ins
11271,forget it,ins
11272,cancel that,ins
11273,don't do this process,ins
11274,undo,ins
11275,cancel current process,ins
11276,undo this process,ins
11277,just shut up,ins
11278,stop that,ins
11279,cancel that input,ins
11280,"never mind, don't do that",ins
11281,never mind,ins
11282,stop doing that,ins
11283,halt that immediately,ins
11284,stop the process happening now,ins
11285,"stop, i changed my mind",ins
11286,cancel that last command,ins
11287,oops cancel that,ins
11288,can you stop,ins
11289,could you stop talking for a second,ins
11290,could you stop please,ins
11291,can you switch off,ins
11292,can you stop speaking,ins
11293,can you please cancel,ins
11294,can you end the task,ins
11295,scratch,ins
11296,refrain from talking,ins
11297,halt the process,ins
11298,no more talking,ins
11299,i advise you to quit talking,ins
11300,"to visit cambodia, do i need an international visa",ins
11301,do i need to get a visa to visit canada,ins
11302,will i need a visa to visit ireland,ins
11303,will i need a travel visa to go to canary islands,ins
11304,i want to visit portugal do i need a travel visa,ins
11305,i want to see paris will i need an international visa,ins
11306,"for travel to argentina, do i need to get a travel visa",ins
11307,will i have to apply for a visa if i want to visit mexico,ins
11308,to vacation to tel aviv do i need a travel visa,ins
11309,do i need to obtain a travel visa to go on vacation to places in eastern europe,ins
11310,would i need a tourist visa for brazil,ins
11311,do i need a tourist visa for europe,ins
11312,i want to know if i shouldget a tourist visa for italy,ins
11313,is it necessary to apply for a tourist visa for mexico,ins
11314,should i get a travel visa for spain,ins
11315,does moscow require travel visas to visit,ins
11316,would i need a travel visa to go to the congo,ins
11317,do i need an international visa to go to south korea,ins
11318,do i need an international visa to go to tibet,ins
11319,do i need an international visa to go to vietnam,ins
11320,do i need an international visa to go to hong kong,ins
11321,do i need an international visa to go to malaysia,ins
11322,i am going to travel to mexico soon; do i need to get a visa,ins
11323,i need to know if i must have an international visa to go to france,ins
11324,i'm going to jamaica next week; am i needing a visa,ins
11325,tell me whether i need an international visa to go to mexico,ins
11326,i'm going to mexico; do i need an international via,ins
11327,let me know if i need an international visa to go to sudan,ins
11328,am i in need of an international visa to go to france,ins
11329,do i need to get a visa for traveling to chile,ins
11330,do i need a visa to travel to jamaica,ins
11331,i need to know if i need a visa to travel to el salvador,ins
11332,would i need a visa if i want to travel to mexico,ins
11333,do i need a visa to travel to mexico,ins
11334,does mexico require me to have a visa to travel there,ins
11335,is a visa needed to go to mexico,ins
11336,if i want to travel to mexico do i need to get a visa,ins
11337,do i need a visa to scotland,ins
11338,do i need a visa to russia,ins
11339,do i need a visa for canada,ins
11340,do i need a travel visa to visit germany,ins
11341,i am going to russia and am wondering if i need a visa,ins
11342,do i need a travel visa to visit russia,ins
11343,do i need a travel visa to visit canada,ins
11344,i am going to germany soon do i need a visa,ins
11345,do i need a travel visa to visit japan,ins
11346,do i need to get a visa for russia,ins
11347,do i need a visa to go to greece,ins
11348,do i need a travel visa to visit china,ins
11349,do i need a visa for germany,ins
11350,do i need a visa to go to somewhere internationally,ins
11351,do i need a visa to spain,ins
11352,do i need an international visa to go to mexico,ins
11353,do i need an international visa to go to england,ins
11354,do i need an international visa to go to brazil,ins
11355,do i need an international visa to go to canada,ins
11356,do i need an international visa to go to spain,ins
11357,should i get a visa before going to cancun,ins
11358,is a visa required to visit cancun,ins
11359,will i need a visa to travel to cancun,ins
11360,do i need a visa to go to cancun,ins
11361,do i need a visa to travel to canada,ins
11362,does mexico travel require a visa,ins
11363,would i need to get a visa to go to ireland,ins
11364,"if i'm planning to go to the uk, do i need a visa",ins
11365,might i need to get a visa to travel to venezuela,ins
11366,"i'm going to be going to canada soon, do they require a visa for entry",ins
11367,do i need a visa to get into canada later this year,ins
11368,does travelling to that place require a visa,ins
11369,do i need a visa to go there,ins
11370,do i need a visa to leave the country,ins
11371,does international travel always require a visa,ins
11372,when does travelling require a visa,ins
11373,if i go to canada next month do i need a visa,ins
11374,do i need to bring a visa when i go to canada next month,ins
11375,"i'm going to canada soon, do i need a visa",ins
11376,what paperwork will i need to visit northern ireland,ins
11377,should i get a visa for crete,ins
11378,will i need a visa to go to moldova,ins
11379,does laos require a travel visa,ins
11380,do i need to apply for a visa to visit dnipro,ins
11381,israel has strict restrictions do i need a visa to travel there,ins
11382,visa's are hard to get do i need one when i travel to israel,ins
11383,i'm vacationing in israel will i need a visa,ins
11384,do i need a visa to travel to isreal,ins
11385,"i'm heading to israel soon, do i need a visa",ins
11386,do i have to have a visa to go to denmark,ins
11387,do i need a visa to go to cuba,ins
11388,do i have to have a visa to go to the cayman islands,ins
11389,does jamaica require a visa,ins
11390,what documents to i need to go to egypt,ins
11391,does france have their own version of a visa,ins
11392,does mexico require an international visa,ins
11393,does ireland require an international visa,ins
11394,do i need an international visa to enter canada,ins
11395,do i have to get an international visa before they'll let me in melbourne,ins
11396,must i have an international visa when travelling to russia,ins
11397,is an international visa needed to travel to z,ins
11398,"i want to go to korea, do i need an international visa",ins
11399,do i need to apply for a travel visa if i am going to bermuda,ins
11400,are there any specific shots i should get before traveling to england,ins
11401,what are the recommended shots to get before i travel to south korea,ins
11402,what are the recommended shots to get before i travel to england,ins
11403,are there recommendations to get any specific shots before i travel to germany,ins
11404,do i need certain shots before flying to eithiopia,ins
11405,what type of specific shots should i get before flying to south korea,ins
11406,are there specific shots i need before traveling to japan,ins
11407,is it recommended to get specific shots before i travel to japan,ins
11408,do i need specific shots before traveling to germany,ins
11409,is it recommended to get any shots before i travel to africa,ins
11410,how many vaccinations will i need to travel to asia,ins
11411,which countries require vaccinations before entering for travel,ins
11412,which types of vaccinations are required when leaving the united states,ins
11413,what are common illnesses i should be vaccinated against when leaving the united states,ins
11414,what are common vaccinations for someone travelling internationally,ins
11415,does travel to africa require any shots,ins
11416,do i need to protect myself with some shots for a trip to vietnam,ins
11417,do i need any shots if i travel to africa,ins
11418,would i need any immunization if i go to thailand,ins
11419,will i need immunization for a trip to turkey,ins
11420,can you tell me which shots i need for africa,ins
11421,do i need special shots to go to africa,ins
11422,how many shots do i need before i go to africa,ins
11423,what are the necessary shots for travel to africa,ins
11424,before i leave for mexico should i get some more vaccinations,ins
11425,what are the shots i need in order to travel to mexico,ins
11426,what shots do i need before heading to france,ins
11427,are there any shots i should get before going to south africa,ins
11428,do i need any vaccinations before going to indonesia,ins
11429,what vaccinations should i get if i go to nigeria,ins
11430,are vaccinations needed for trips to guana,ins
11431,should i get a vaccination before i go to katmandu,ins
11432,do i need to get vaccinated to go to thailand,ins
11433,which vaccinations are required to go to viet nam,ins
11434,is it recommended to get any specific shots before i travel to argentina,ins
11435,is it recommended to get any specific shots before i travel to canada,ins
11436,do i need a vaccination for spain,ins
11437,is it recommended to get any specific shots before i travel to norway,ins
11438,is it recommended to get any specific shots before i travel to japan,ins
11439,do i need a vaccination to go to europe,ins
11440,do i need a vaccination to go to greece,ins
11441,is it recommended to get any specific shots before i travel to iceland,ins
11442,do i need a vaccination to go to china,ins
11443,do i need vaccinations to travel overseas,ins
11444,do i need any shots before i go to south africa,ins
11445,should i get any shots before i go to kenya,ins
11446,is there a list of recommended shots to get before travelling to kenya,ins
11447,do i need to see the doctor for shots before i go to south africa,ins
11448,are there recommended vaccines to go there,ins
11449,are there shots required before going to south africa,ins
11450,what shots are recommended before traveling to kenya,ins
11451,do i need to get vaccines before my trip,ins
11452,"i'm going to south africa, do i need to get any shots first",ins
11453,should i get any shots before i go to south africa,ins
11454,tell me if i need any more vaccines if i go there,ins
11455,are any shots recommended before going to kenya,ins
11456,do i need to get shots before i go to kenya,ins
11457,what vaccines do i need before i travel there,ins
11458,are my vaccines up to date for going there,ins
11459,"do i need some shots, if i am traveling to china",ins
11460,do i need some vaccinations or anything if i'm going to eastern europe,ins
11461,i'm going to india do i need some shots,ins
11462,"if i'm going to africa, do i need some shots first",ins
11463,"i'm going to south africa, so should i get some vaccinations or anything",ins
11464,traveling to the uk am i going to need any specific shots,ins
11465,if i am going to the uk are any specific shots needed,ins
11466,are shots needed for uk travel,ins
11467,do i need any specific shots if i go to the uk,ins
11468,am i going to need vaccines for the trip,ins
11469,am i required to get a vaccine for this trip,ins
11470,will this trip require vaccines,ins
11471,if i travel to the uk do i need any shots,ins
11472,does my trip require vaccines,ins
11473,will i need vaccines for my trip,ins
11474,what shots do i need to get in order to travel to khartoum,ins
11475,do i have to get shots to travel to iraq,ins
11476,what shots are required to go out of the country,ins
11477,do i need shots to go to thailand,ins
11478,do you have a list of shots that i need for traveling to denmark,ins
11479,please tell me if i need any shots before i go to mexico,ins
11480,which shots do i need before i go to thailand,ins
11481,which shots do i need to get before i go to africa next week,ins
11482,do i need shots before i get to africa,ins
11483,can you tell me which vaccines i need to take before mexico,ins
11484,can you tell me if there are any shots that i am required to have before traveling to south africa,ins
11485,what shots do i need before traveling to malawi,ins
11486,please tell me what shots i am required to get to travel to india,ins
11487,are there any mandatory shots that i must get before my trip to jamaica,ins
11488,do i need to get any shots to travel to mexico,ins
11489,do i need vaccinations to travel there,ins
11490,are vaccinations required to travel there,ins
11491,are vaccinations necessary to go there,ins
11492,do i need to get vaccinations before i go,ins
11493,which vaccinations should i get before i go,ins
11494,i need a list of vaccinations for a trip to paris,ins
11495,list all the shots i need to travel to france,ins
11496,what vaccinations do i needs to travel to paris,ins
11497,what vaccinations are required to enter paris from outside the country,ins
11498,tell me what vaccinations i need to get into france,ins
11499,should i get any vaccines before going over to the uk,ins
11500,what is my vacation schedule look like,ins
11501,can you explain to me what type of vacation days i have still,ins
11502,what type of vacation schedule do i have left,ins
11503,can i get vacation day totals i have left,ins
11504,"how many vacation days do i have saved up, please",ins
11505,how many vacation days do i have remaining,ins
11506,how many vacation days do i have saved up,ins
11507,"how many vacation days do i have remaining, please",ins
11508,how many vacation days do i have left,ins
11509,how many vacation days do i still have,ins
11510,how many vacation days do i still get,ins
11511,i want to know how much vacation time i can use,ins
11512,do i have any vacation days to use,ins
11513,tell me if i have any spare vacation days,ins
11514,do i have any vacation time left,ins
11515,do i have any vacation days left,ins
11516,how many holiday days do i have left to use,ins
11517,i want to know how many vacation days i can use,ins
11518,how many vacation days do i have,ins
11519,do i have any personal days left,ins
11520,how many of my vacation days do i have remaining,ins
11521,how many vacation hours do i have,ins
11522,how much paid time off do i have saved,ins
11523,how many days do i have left of pto,ins
11524,how many day of my vacation are left for the year,ins
11525,how many pto days do i have left,ins
11526,how many pto days do i have for the year,ins
11527,how many vacation days do i have for the year,ins
11528,how many vacation days have i accrued,ins
11529,can you tell me how much pto i still have,ins
11530,what's the current amount of vacation owed to me,ins
11531,what number of vacation days remain for me,ins
11532,how many days can i slack off this year,ins
11533,do i have enough vacation to take a european trip,ins
11534,how much vacation am i currently entitled to,ins
11535,what's the amount of pto i have left,ins
11536,how much paid time off have i earned to date,ins
11537,what pto time to i have remaining,ins
11538,what's the current count of my pto days,ins
11539,what's the count of vacation days i have left,ins
11540,how much pto have i accrued,ins
11541,"do i still have any pto days left, and if so, how many",ins
11542,how much pto do i have left,ins
11543,how much time off do i have left,ins
11544,what's my vacation day total,ins
11545,do i still have vacation days,ins
11546,how many vacation days do i have to spend,ins
11547,check how much pto i have left,ins
11548,what's the status on my vacation days,ins
11549,check days of pto,ins
11550,what is the saved vacation time i have left,ins
11551,how much time do i have for vacation saved,ins
11552,how many days of vacation time do i have saved,ins
11553,what is the amount of vacation days i have left,ins
11554,how many saved days of vacation time do i have,ins
11555,how many days for vacation do i have left,ins
11556,hoe many vacation days are left for me,ins
11557,how many days are left for me for vacation if i may ask,ins
11558,how many days off for vacation do i have left,ins
11559,how many vacation days do i have left this year,ins
11560,how many vacation days do i have saved,ins
11561,can you figure out how many vacation days i have left,ins
11562,i have how many vacation days saved up,ins
11563,i have how many vacation days left this year,ins
11564,i have how many vacation days left,ins
11565,how many days of vacation have i saved,ins
11566,i've saved what number of days of vacation,ins
11567,tell me the number of vacation days i have stored,ins
11568,what's the number of remaining vacation days i have,ins
11569,how many pto days do i have remaining,ins
11570,what is my remaining pto days,ins
11571,can you tell me the number of pto days i have left,ins
11572,can you tell me the remaining time i have for pto,ins
11573,do you know ho many vacation days i currently have,ins
11574,would you please tell me how many vacation days i have,ins
11575,please tell me how many vacation days i currently have,ins
11576,could you tell me how many vacation days i have left,ins
11577,how many days of vacation do i have,ins
11578,how much vacation time have i accrued,ins
11579,how many vacation hours have i accrued,ins
11580,please calculate my vacation time,ins
11581,i'd like to know how many vacation days i have,ins
11582,i want to know how many vacation days i have,ins
11583,what number of vacation days do i have,ins
11584,tell me how many vacation days i have,ins
11585,let me know the number of vacation days i have,ins
11586,i need to know how many vacation days i have,ins
11587,would you provide the number of vacation days i have,ins
11588,provide me the number of vacation days i have,ins
11589,how much pto do i have,ins
11590,do i have any remaining pto days,ins
11591,how much paid time off do i have,ins
11592,do i have any pto days left,ins
11593,do i have enough pto to take time off,ins
11594,how many more vacation days do i have for the year,ins
11595,tell me how many vacation days i have left,ins
11596,how many more vacation days can i use this year,ins
11597,how many vacation days are available to me,ins
11598,how many more pto days are there for me,ins
11599,let me know my vacation time,ins
11600,"i'm at home, so where is the closest starbucks",ins
11601,what's the distance between home and the closest starbucks,ins
11602,is there a starbucks close to home,ins
11603,direct me to the closest starbucks near home,ins
11604,does home have a starbucks nearby,ins
11605,how do i get to the beach by bus,ins
11606,how do i get to the park on foot,ins
11607,how do i get to the train on foot,ins
11608,how do i get to the mall by bus,ins
11609,how to i get to the mall on foot,ins
11610,how do i get to the supermarket on foot,ins
11611,how do i get to the museum on foot,ins
11612,how do i get to the college by bus,ins
11613,how do i get to the hotel by bus,ins
11614,how do i get to the museum by bus,ins
11615,assist me to know how to get to target by bus,ins
11616,would you tell me how to get to walmart by bus,ins
11617,"i am needing you to tell me how to get to dallas, texas, by bus",ins
11618,i need to know how to get to target by bus,ins
11619,tell me how to get to target by bus,ins
11620,i need to know where the nearest place that has mountain dew is,ins
11621,how can i take a bus to dallas,ins
11622,what steps do i need to take to take a bus to detroit,ins
11623,how can i travel by bus to the grand canyon,ins
11624,direct me to the closest korean grocery,ins
11625,i want to visit chicago by bus what do i need to do,ins
11626,tell me where is the closest coffee shop,ins
11627,where can i find the mall closest to here,ins
11628,can you tell me where the nearest rest station to me is,ins
11629,i want to take a bus to mexico city how do i do that,ins
11630,let me know how to get to the starbucks nearby,ins
11631,would you give me directions to the closest starbucks restaurant,ins
11632,how do i get to the closest starbucks,ins
11633,where is the closest starbucks,ins
11634,please give me directions to the nearest starbucks,ins
11635,could you tell me how to get to the statue of liberty by bus,ins
11636,"from here, how do i get to the statue of liberty by bus",ins
11637,i want to know how to get to statue of liberty by bus,ins
11638,how do i get to statue of liberty by bus,ins
11639,which bus should i take to get to the statue of liberty,ins
11640,how close is a gas station to mcdonalds,ins
11641,"i need to get to a church immediately, please take me to one!",ins
11642,take me to the nearest dairy queen,ins
11643,can i take a bus to the grand canyon,ins
11644,how do i get to the nearest post office,ins
11645,where's the nearest gas station,ins
11646,how would i walk to the liberty bell from here,ins
11647,find me the closest public bathroom,ins
11648,guide me to a laundromat near me,ins
11649,take me to the closest walmart,ins
11650,does the bus go to the washington monument,ins
11651,are there any furniture outlets near the mall,ins
11652,what's the best way to get to my bank by walking,ins
11653,can a bus get me to the statue of liberty,ins
11654,is a bar close to my church,ins
11655,how do i get to the statue of liberty on foot,ins
11656,what's the nearest ups store to walmart,ins
11657,is there a tire repair place near the post office,ins
11658,how do i get to the leaning tower by bus,ins
11659,what's the closest mcdonalds,ins
11660,what's the quickest way to a bank,ins
11661,i want to see the golden gate bridge and i'm walking on 5th street right now,ins
11662,is it possible to take the bus to the brooklyn bridge,ins
11663,give me directions to the nearest gas station,ins
11664,what's the direction for foot traffic to get to the eiffel tower,ins
11665,i need directions to get to olympia by bus,ins
11666,what are the directions to get to olympia by bus,ins
11667,do you know how i get to olympia by bus,ins
11668,is it possible to get to olympia by bus,ins
11669,is there a way to go by bus to olympia,ins
11670,i need an address for the closest starbucks to home,ins
11671,please tell me the location of the nearest target store,ins
11672,can you tell me where the atm closest to my current location is,ins
11673,"where is the nearest gas station to 20th and market streets, in philadelphia, pa",ins
11674,find me the location of the nearest gas station,ins
11675,"can you tell me the nearest wells fargo bank location to port authority, new york",ins
11676,please tell me the subway station nearest to madison square garden in new york,ins
11677,what are the nearest streets to the statue of liberty in new york,ins
11678,"search for the nearest atm to newark penn station, newark in new jersey",ins
